,company,job title,location,job description,salary estimate,company_size,company_type,company_sector,company_industry,company_founded,company_revenue
32,"Boston Consulting Group
4.1",Analyst – Survey Analytics,New Delhi,"WHAT YOU'LL DO

We are seeking exceptional candidates with experience and passion to fill a Data Analyst position in the Survey Operations & Analytics (SOA) team at BCG. This team is part of the Knowledge Practice Area and is an integral part of BCG’s strategy to deliver superior value and sustained impact to clients.
SOA specializes in supporting BCG case teams on client projects that include primary data collection (surveys). The team has capabilities that enable it to engage across all elements of the primary research value chain with both BCG case teams as well as external service providers. Special emphasis is placed on application of advanced analytics to survey data, providing key outputs that drive critical insights. Additionally, the team also builds models, simulations, and visualizations to maximize usability and impact of these analytics outputs.
At SOA, you will be joining a highly innovative team with an entrepreneurial mindset. You will be working directly with BCG’s core consulting business in a highly dynamic and fast paced environment. In addition to bringing you own unique skills and capabilities to the table; you will be expected to leverage opportunities to learn and grow intellectually through formal and on-job training.

YOU'RE GOOD AT

Working with BCG case teams and topic leaders in a fast-paced and dynamic environment, supporting them across different stages of the market research/survey management lifecycle.
Understanding business objectives and context of associated market research
Fast learner. Able to grasp and apply market research knowledge to interpret and discuss elements of survey design (sampling, quotas, methodology, questionnaire structure etc.)
Team player. Able to collaboration with survey programmers, third-party vendors, and partners for implementation of online surveys and data collection
Eye for detail. Able to engage on quality review of online surveys before launch, data handling and management capabilities to validate and clean data prior to further processing
Sound knowledge of statistics and application of statistical theoretical concepts (univariate, bivariate and multivariate methods). Able to quickly learn and use specialized survey data analysis tools such as SPSS, Sawtooth, etc. to deliver practical data analytics outcomes
Strong data interpretation capabilities. Learn and use Alteryx and advanced Excel for survey data transformation and processing as well as for creation of formula/macro driven models and simulators
Knack for graphical representation of analytical outputs. Learn and use visualization tools including PowerPoint, Tableau and Market Sight to represent analytics output in the most appealing and insightful manner
Working with virtual, multicultural global teams, requiring cross-time zone engagement
Working in a fast-paced and dynamic environment, dealing with ambiguity and unstructured situations
Multi-tasking; including networking, relationship building as well as informal business development

YOU BRING (EXPERIENCE & QUALIFICATIONS)

Education
Master’s degree with demonstrated high academic achievement in analytics, data science, or mathematics and relevant work experience in market/consumer research data analytics (projects/coursework/internships)
Candidates with the following educational backgrounds will be preferred – Master’s degree in Statistics/Applied Statistics, Operational Research, Economics, or Mathematics
Experience
1 year of relevant experience in the field of market research and data analytics
Strong analytical capabilities – data management, processing, and analysis
Strong hands-on experience SPSS, Advanced Excel, and PowerPoint
Knowledge of additional tools such as R, Python, Alteryx, Tableau, SAS, Market Sight, VBA, SQL will be an added advantage
Strong knowledge of and affinity for database and analytical tool management
Strong ability to work with multiple, geographically distributed teams in a fast-paced environment, multi-task & operate effectively in a matrix organization prioritization and expectation management
Able to engage with senior stakeholders independently, prioritize work and manage stakeholder expectations
Strong interpersonal skills and credibility – collaborative, team player with strong work ethic and service excellence orientation
Effective written & verbal communication (English)

YOU'LL WORK WITH

Colleagues in the Survey Operations & Analytics team who engage with BCG consultants and topic experts for efficient survey execution and analytics of survey data. Your work will support data-driven consumer insights, driving strategic decisions for our clients.
Start your job application: click Apply Now
Show Less",#N/A,10000+ Employees,Company - Private,Management & Consulting,Business Consulting,1963,$5 to $10 billion (USD)
33,"tiket.com
4.7",Data Scientist,India,"We think you also hate when travel app is giving you a headache, right? A slight misinformation can ruin the trip.
That is exactly what we are tackling as t-fam! Making sure that our 17+ million users have the best experience in crafting their own adventure.

Data Scientist
Job Overview
The ideal candidate is adept at using large data sets to find opportunities for product
and process optimization and using models to test the effectiveness of different
courses of action. They must have strong experience using a variety of data
mining/data analysis methods, using a variety of data tools, building and
implementing models, using/creating algorithms and creating/running simulations.
They must have a proven ability to drive business results with their data-based
insights. They must be comfortable working with a wide range of stakeholders and
functional teams. The right candidate will have a passion for discovering solutions
hidden in large data sets and working with stakeholders to improve business
outcomes.

Responsibilities:
1. Work with stakeholders throughout the organization to identify opportunities
for leveraging company data to drive business solutions.
2. Mine and analyze data from company databases to drive optimization and
improvement of product development, marketing techniques and business
strategies.
3. Develop custom data models and algorithms to apply to data sets.
4. Use predictive modeling to increase and optimize customer experiences,
revenue generation, ad targeting and other business outcomes.
5. Develop company A/B testing framework and test model quality.
6. Coordinate with different functional teams to implement models and monitor
outcomes.
7. Develop processes and tools to monitor and analyze model performance and
impact to business.

Qualifications:
1. Min. 5 years of experience in data analysis and modeling
2. A Bachelor in Computer Science, Statistics, Mathematics, or another
quantitative field.
3. Strong problem solving skills with an emphasis on product development.
4. Proficient in programming skills (R, Python, SQL, etc.) for data acquisition,
processing and analysis from large data sets.
5. Knowledge of data science concepts (regression, classification, clustering,
properties of distributions, statistical tests and proper usage, etc.) and
experience with applications.
6. Knowledge of a variety of machine learning techniques (Random forest, SVM,
artificial neural networks, etc.) and their real-world advantages/drawbacks.
7. Excellent written and verbal communication skills for coordinating across
teams.
8. A drive to learn and master new technologies and techniques.
In the event that you haven’t received any updates after 3 weeks, your data will be kept and we may contact you for another career destination. Meanwhile, discover more about tiket.com on Instagram, LinkedIn, or YouTube.
Show Less",#N/A,51 to 200 Employees,Company - Private,Hotel & Travel Accommodation,Travel Agencies,2011,$25 to $50 million (USD)
34,Santa Fe Research Pvt Ltd,Machine Learning Intern,Chennai,"Looking for candidates with
- strong mathematical background in machine learning
- knowledge of python, pandas, opencv, spacy
- build and train neural networks
- able to work independently
-knowledge of image processing and natural language processing
Job Types: Full-time, Regular / Permanent
Salary: ₹20,000.00 - ₹25,000.00 per month
Benefits:
Paid time off
Work from home
Schedule:
Flexible shift
Supplemental pay types:
Performance bonus
Education:
Bachelor's (Preferred)
Show Less","₹2,70,000 /mo (est.)",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
35,"Shell
4.1",Data Scientist,Bangalore,"The Role
Typically:
Executes relatively standardized or repetitive accounting and controlling activities.
Works under close supervision of Manager for all activities.
Works for a small country organization or supporting a region.
Is responsible for one segment of accounting and controlling activities.

This job profile contains generic information and does not describe individual positions or required job competencies. Grading decisions will also depend on other factors.

Disclaimer
Please note: We occasionally amend or withdraw Shell jobs and reserve the right to do so at any time, including prior to the advertised closing date. Before applying, you are advised to read our data protection policy. This policy describes the processing that may be associated with your personal data and informs you that your personal data may be transferred to Royal Dutch/Shell Group companies around the world. The Shell Group and its approved recruitment consultants will never ask you for a fee to process or consider your application for a career with Shell. Anyone who demands such a fee is not an authorised Shell representative and you are strongly advised to refuse any such demand. Shell is an Equal Opportunity Employer.
To apply to this job, click Apply Now
Show Less","₹5,90,119 /yr (est.)",10000+ Employees,Company - Public,"Energy, Mining, Utilities",Energy & Utilities,1907,$10+ billion (USD)
36,"Mindtree
4.0",Data Scientist,Bangalore,"Job Description
JOB SUMMARY
A Data Scientist is responsible for the execution of Data Science solutions in chosen domains in a manner that creates value for our customers, people and business community through innovative solutions incorporating the latest developmen ts in the Data Science world. Primary focus will be in applying data mining techniques, doing statistical analysis, and building high quality prediction systems.
The Data Scientist also needs to lead the team, come up with innovative solutions to the Business problem statements.
JOB RESPONSIBILITIES
# Responsible for selecting features, building and optimizing classifiers ML techniques # Data mining using state of the art methods and running algorithms on cloud platforms
# Processing, cleansing, and verifying the integrity of data used for analysis
# Conduct ad-hoc analysis, present results in a clear manner and deploy models using Azure data bricks etc.
# Excellent understanding of ML algorithms such as KNN, Regression, Classification algo rithms etc
# Experience with common data science toolkits such as R, Numpy, Pandas, Sklearn, Matplotlib, tensorflow SPECIALIZATION As we increasingly harness the power of data, more and more decisions are becoming data driven. We provide analytics so lutions that leverage human and artificial intelligence to convert data into actionable insights. We provide business value of insights, improve time to insight and optimize cost per insight with a design thinking approach, data engineering and autom ation. We look for specialists who can help humanize these automated insights through effective content strategies that help deliver targeted results..

Job Requirements: Python, Data Analysis, Data Insight
Job Type
Full Time
Location
BANGALORE
Mandatory Skills
Python
Show Less","₹6,25,333 /yr (est.)",10000+ Employees,Company - Public,Information Technology,Information Technology Support Services,1999,$500 million to $1 billion (USD)
37,Mapcom info Solution Limited,Data Scientist,Bangalore,"Oportunities for leveraging company data to drive business solutions.
Mine and analyze data from company databases to drive optimization and improvement of
duct development, marketing techniques and business strategies.
Assess the effectiveness and accuracy of new data sources and data gathering techniquês.
Develop custom data models and algorithms to apply to data sets.
Use predictive modeling to increase and optimize customer experiences, revenue generation, ad
argeting and other business outcomes. f
Coordinate with different functional teams to implement models and monitor outcomes
Assure that all aspects of method development, validation, troubleshooting and laboratorycompliance procedures are in accordance with regulatory guidelines. * Operation, calibration, and maintenance of instruments and equipment according to SOPs.
Reviews and may evaluate other chemists' data and results.
Develops and validates analytical methods; coordinated methods and technical transfers.
Contribute towa
Trend stability data and shelf-life experience.prors.
Able to evaluate, interpret and communicate analytical data.
Excellent interpersonal skills and ability to work effectively in a team environment.
Excellent communication skills (written and verbal).
Experience using statistical computer languages (R, Python, SLQ, etc.) to manipulate data and draw-insights from large data sets.0 - 2 years of work experience in data analysis, or market research required.
Fluent Tableau skills requiredExcellent knowledge of standard analytical laboratory equipment, instrumentation, andassociated software.
Able to work in an organized manner, with attention to detail, and excellent documentation practices.
Able to troubleshoot and problem-solve using analytical instrumentation, and scientific judgment.Experience using statistical computer languages (R, Python, SQL etc.) to manipulate insights from large data sets.
Job Type: Full-time
Salary: From ₹448,000.00 per year
Benefits:
Cell phone reimbursement
Commuter assistance
Flexible schedule
Food allowance
Health insurance
Internet reimbursement
Life insurance
Work from home
Schedule:
Day shift
Supplemental Pay:
Commission pay
Overtime pay
Performance bonus
Shift allowance
Yearly bonus
COVID-19 considerations:
All customers and Our Employees are required to wear a mask , common surfaces are sanitised regularly, vaccination requirements, etc.
Ability to commute/relocate:
Bangalore, Karnataka: Reliably commute or planning to relocate before starting work (Required)
Education:
Secondary(10th Pass) (Preferred)
Experience:
total work: 1 year (Preferred)
Application Deadline: 12/08/2022
Show Less","₹4,48,000 /yr (est.)",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
38,"Philips
4.1",Data scientist,Bangalore,"Job Title
Data scientist
Job Description
Philips is a global leader in health technology, committed to improving billions of lives worldwide and striving to make the world healthier and more sustainable through innovation. Driven by the vision of a better tomorrow.
But it’s not just what we do, it’s who we are. We are 80,000, wonderfully unique individuals, with two things in common. An unwavering sense of purpose and a relentless determination to deliver on our customers’ needs. It’s what inspires us to create meaningful solutions that make a real difference when it matters most.
The world and our customers’ needs are changing faster than ever before and while we are proud of what we do already, we know we can do more. That’s why we need you, to help us tackle increasingly complex challenges posed by ever-evolving health and well-being needs.
In this role, you have the opportunity to make life better

Looking at the challenges the world faces today, Philips’ purpose has never been more relevant. So, whatever your role, if you share our passion for helping others, you’ll be working towards creating a better and fairer future for all.
Key Areas of Responsibilities
Use predictive modeling to increase and optimize customer experiences, revenue generation, campaign optimization, and other business outcomes
Work with product management to develop data use cases and embed predictive models in workflows on resource-constrained platforms and cloud enabled.
Selecting features, building, and optimizing classifiers using machine learning and deep learning techniques
Collaborates with Data Engineers to enhance data collection and ingestion/curation techniques to include information that is relevant for building analytic systems
Processing, cleansing, and verifying the integrity of data used for analysis
Develop processes and tools to monitor and analyze model performance and data accuracy. Life cycle management of predictive models.
Adherence to compliance procedures in accordance with regulatory standards, requirements, and policies. Managing and designing the reporting environment, including data sources security, and metadata.
Job Qualifications:
Master’s degree or PhD in Computer Science, Information management, Statistics or related field, with 5 to 7 years of experience in the Consumer or Healthcare industry manipulating data sets and building predictive models with a focus on product development
Experience in statistical modeling, machine learning, data mining, unstructured data analytics, and natural language processing. Sound understanding of - Bayesian Modelling, Classification Models, Cluster Analysis, Neural networks, Nonparametric Methods, Multivariate Statistics, etc.
Strong hands-on knowledge of ML techniques like regression algorithms, K-NN, Naïve Bayes, SVM, and ensemble techniques like Random Forest, AdaBoost etc.
Having strong knowledge in unsupervised learning algorithms using Neural networks and Deep-Learning
Strong knowledge in Data Wrangling and Exploration techniques to identify the patterns, trends, and outliners.
Deep knowledge and practical experience with data science toolkits, such as NumPy, Pandas, scikit-learn, or equivalent
Experience with data visualization tools, such as QlikView, Matplotlib, seaborn or equivalent tools.
Proficiency in using query languages, such as SQL, PL/SQL
Hands-on experience in one or more databases like Hadoop, AWS Redshift, Snowflake, etc.
Good, applied statistics skills, such as distributions, statistical testing, regression, etc.
Good ETL scripting and programming skills, such as Python, R, or Scala to integrate developed solutions into the proposition.
A team player capable of working and integrating across the cross-functional team for implementing project requirements. Experience in technical requirements gathering and documentation.
Ability to work effectively and independently in a fast-paced global collaborative agile team environment with tight deadlines
A flexible, pragmatic, and collaborative team player with an innate ability to engage with stakeholders at all levels in the organization.
A self-starter with high levels of drive, energy, resilience, and a desire for professional excellence with a passion for data and data science
How we work at Philips

Our newly adopted hybrid work concept fuses flexibility with collaboration to deliver great outcomes for our people and our customers. We are embracing an approach wherein we spend more time together than apart – which for full-time employees translates to an average of at least 3 days working from the office and up to 2 days from home – for our hybrid roles.
Hybrid work flexibility means people can meet the changing demands of work and home in the most balanced, productive, and healthy way.
Our hybrid working model is defined in 3 ways:
We believe in the importance of impactful collaboration: There's a certain energy when everyone’s in the same room that can heighten idea generation and creative friction needed for problem-solving.
We embrace flexibility: Choosing where, when and how to work can vary according to task and team schedules. Flexibility isn’t office or online, it means choosing the space that works best for you, your teams and our customers on a case-by-case basis.
We want to be at our best: The way we work, and our workspaces are designed to support our well-being, offer career advancement opportunities, and enable us to be at our best.
Why should you join Philips?

Working at Philips is more than a job. It’s a calling to create a healthier society through meaningful work, focused on innovative, customer-first health technology solutions. Help us improve the health and well-being of billions of people, every year. Ultimately creating a career that no one could have planned for. Even you.
To apply to this job, click Apply Now
Show Less",#N/A,10000+ Employees,Company - Public,Healthcare,Healthcare Services & Hospitals,1891,$10+ billion (USD)
39,ASUUN WELLNESS PRIVATE LIMITED,AI & Machine Learning Engineer,Noida,"We are hiring for Machine Learning Engineer from 4 years to 7 years of experience in AI and ML.
Experience in Python Scripting is a must.
Understanding of machine learning techniques, data structures, algorithms and statistics.
Expertise in developing automation pipelines & frameworks for verification of machine learning models.
Experience setting up automated test systems using continuous build environments and ML content management systems) to build full stack testing workflows.
Job Types: Full-time, Part-time
Part-time hours: 25 per week
Salary: ₹60,000.00 - ₹80,000.00 per month
Schedule:
Flexible shift
Ability to commute/relocate:
Noida, Uttar Pradesh: Reliably commute or planning to relocate before starting work (Preferred)
Experience:
total work: 3 years (Required)
Expected Start Date: 16/08/2022
Show Less","₹8,40,000 /mo (est.)",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
40,"Kreate
4.6",Trainee - Data Science,New Delhi,"Trainee – Data Science
for 0 year(s) of experience
₹ 3,50,000 - 4,00,000 P.A.
Delhi / NCR
Apply with Naukri.com
or
Apply
Job Description
Roles and Responsibilities
Assist with model development, testing and deployment.
Brain storm and Implement work following any research paper, scholarly article etc.
Data mining using state-of-the-art methods
Processing, cleansing, and verifying the integrity of data used for analysis
Doing Error Analysis of Demand / Wind / Solar forecast models for possible enhancement
In-depth analysis and problem insight
Doing Demand / Wind / Solar forecast Manual computations
Understanding the models by using R or Python Language
Writing New Scripts with R or Python Language
Update project status of self-task on daily basis to JIRA

Desired Candidate Profile
Academic qualification: B.Sc/M.Sc (Maths/Statistics), B.Tech (CSE)

Perks and Benefits
5 days working, Time Off, Medical coverage, Professional Development
Role:Data Science & Machine Learning - Other
Salary: 3,50,000 - 4,00,000 P.A.
Industry:Power
Functional Area:Data Science & Analytics
Role Category:Data Science & Machine Learning
Employment Type:Full Time, Permanent
Key Skills
Data ScienceLogistic RegressionMachine LearningPython
Skills highlighted with ‘‘ are preferred keyskills
Education
UG:B.Tech/B.E. in Computers,B.Sc in Maths, Statistics
PG:MS/M.Sc(Science) in Maths, Statistics
Show Less","₹3,75,000 /yr (est.)",201 to 500 Employees,Company - Private,#N/A,#N/A,#N/A,Unknown / Non-Applicable
41,"MasterCard
4.3","Analyst, Analytics & Metrics",Gurgaon,"Our Purpose
We work to connect and power an inclusive, digital economy that benefits everyone, everywhere by making transactions safe, simple, smart and accessible. Using secure data and networks, partnerships and passion, our innovations and solutions help individuals, financial institutions, governments and businesses realize their greatest potential. Our decency quotient, or DQ, drives our culture and everything we do inside and outside of our company. We cultivate a
culture of inclusion
for all employees that respects their individual strengths, views, and experiences. We believe that our differences enable us to be a better team – one that makes better decisions, drives innovation and delivers better business results.
Job Title
Analyst, Analytics & Metrics
Who is Mastercard?
Mastercard is a global technology company in the payments industry. Our mission is to connect and power an inclusive, digital economy that benefits everyone, everywhere by making transactions safe, simple, smart, and accessible. Using secure data and networks, partnerships and passion, our innovations and solutions help individuals, financial institutions, governments, and businesses realize their greatest potential.
Our decency quotient, or DQ, drives our culture and everything we do inside and outside of our company. With connections across more than 210 countries and territories, we are building a sustainable world that unlocks priceless possibilities for all.

Our Team:

The Cyber & Intelligence Solutions (C&I) team is responsible for product management and innovative product development of products and services to address the evolving risk and security needs of all of Mastercard’s various customer segments. Cyber Product Integration team in C&I focuses on defining the strategic direction for underlying platforms to enable the successful implementation of real-time, data-driven innovative products and services focused on network, security, fraud, digital identity and authentication. The team is responsible to look across all the products/services across C&I and drive efficiency, re-usability and increase speed to market for our products and services.

The candidate for this position will focus on Data Unification across different data assets, enabling a single unified view of data from multiple sources and support the development of new innovative data driven cyber products, services and actionable insights.

The Role:
We are seeking an Analyst, Data Unification & Analytics who will:

Perform data ingestion, aggregation, processing to drive and enable relevant insights from available data sets.
Partner with various teams (i.e., Product Manager, Data Science, Platform Strategy, Technology) on data needs/requirements in order to deliver data solutions that generate business value.
Manipulate and analyze complex, high-volume, high-dimensionality data from varying sources using a variety of tools and data analysis techniques.
Identify innovative ideas and deliver proof of concepts, prototypes to deliver against the existing and future needs and propose new products, services and enhancements.
Integrate new data assets which increase the value proposition for our customers and enhance our existing solutions and services.
Analyse large volumes of transaction and product data to generate insights and actionable recommendations to drive business growth
Collect and synthesize feedback from clients, development, product and sales teams for new solutions or product enhancements.
Apply knowledge of metrics, measurements, and benchmarking to complex and demanding solutions.

All about You
Good understanding of Python – Pandas, Numpy, PySpark and Impala.
Experience in doing data analysis and extraction on Hadoop.
Experience with Enterprise Business Intelligence Platform/Data platform.
Strong SQL and higher-level programming languages with solid knowledge of data mining, machine learning algorithms and tools
Experience with data integration tools – ETL/ELT tools (i.e. Apache NiFi, Azure Data Factory, Pentaho, Talend)
Experience with Graph Database is a plus.
Experience in hands-on data modeling, programming, querying, data mining and report development using large volumes of granular data to deliver business intelligence and custom reporting solutions.
Exposure to collecting and/or working with data including standardizing, summarizing, offering initial observations and highlighting inconsistencies.
Strong understanding of the application of analytical methods and data visualization to support business decisions.
Ability to understand complex operational systems and analytics/business intelligence tools for the delivery of information products and analytical offerings to a large, global user base.
Able to work in a fast-paced, deadline-driven environment as part of a team and as an individual contributor
Ability to easily move between business, analytical, and technical teams and articulate solution requirements for each group
COVID-19 Considerations
We value the safety of each member of our community because we know we’re all in this together. In many locations, which may change over time, we’ve implemented a virtual hiring process and continue to interview candidates by video or phone. In addition, in some locations, only individuals who have been fully vaccinated will be permitted inside Mastercard offices until further notice.
In the US, Mastercard is a government contractor, which may legally require most Mastercard employees to be vaccinated unless a verified approved medical or religious exemption is granted. Further, we are currently making every effort towards having employees return to work in the office 2 days per week, if that makes sense for their team. Everyone must be vaccinated to enter Mastercard offices at this time. Therefore, we expect all candidates to be vaccinated or to be approved for a medical or religious accommodation prior to commencing work at Mastercard.
Corporate Security Responsibility
All activities involving access to Mastercard assets, information, and networks comes with an inherent risk to the organization and, therefore, it is expected that every person working for, or on behalf of, Mastercard is responsible for information security and must:
Abide by Mastercard’s security policies and practices;
Ensure the confidentiality and integrity of the information being accessed;
Report any suspected information security violation or breach, and
Complete all periodic mandatory security trainings in accordance with Mastercard’s guidelines.
Show Less","₹3,58,724 /yr (est.)",10000+ Employees,Company - Public,Finance,Financial Transaction Processing,1966,$5 to $10 billion (USD)
42,"Mondelēz International
4.0",Data Scientist - Global Analytics,Mumbai,"Job Description
Data Scientist - Global Analytics
Come join our team if you have passion to use Data Science to decode growth and opportunities
Job Description
Are You Ready to Make It Happen at Mondelēz International?
Join our Mission to Lead the Future of Snacking. Make It With Pride.
You will be crucial in supporting our business by creating valuable, actionable insights about the data, and communicating your findings to the business. You will work with various stakeholders to determine how to use business data for business solutions/insights.
How you will contribute
You will:
Analyze and derive value from data through the application methods such as mathematics, statistics, computer science, machine learning and data visualization . In this role you will also formulate hypotheses and test them using math, statistics, visualization and predictive modeling
Data Science , Knowledge of AI , Strong on data modeling , Regression Analysis , Innovation related Modeling | Incremental Innovation , Predictive Modeling , Driver’s Analysis , Market sizing
Understanding of Nielsen data , Reporting of the data, creating dashboard , working on Data Visualization.
Experience/knowledge in statistics and data mining techniques including random forest, GLM/regression , Innovation Analytics & Modelling
Knowledge of machine learning techniques
Understand business challenges, create valuable actionable insights about the data, and communicate your findings to the business. After that you will work with stakeholders to determine how to use business data for business solutions/insights
Enable data-driven decision making by creating custom models or prototypes from trends or patterns discerned and by underscoring implications. Coordinate with other technical/functional teams to implement models and monitor results
Apply mathematical, statistical, predictive modelling or machine-learning techniques and with sensitivity to the limitations of the techniques. Select, acquire and integrate data for analysis. Develop data hypotheses and methods, train and evaluate analytics models, share insights and findings and continues to iterate with additional data
Develop processes, techniques, and tools to analyze and monitor model performance while ensuring data accuracy
Evaluate the need for analytics, assess the problems to be solved and what internal or external data sources to use or acquire. Specify and apply appropriate mathematical, statistical, predictive modelling or machine-learning techniques to analyze data, generate insights, create value and support decision making
Contribute to exploration and experimentation in data visualization and you will manage reviews of the benefits and value of analytics techniques and tools and recommend improvements
What you will bring
A desire to drive your future and accelerate your career and the following experience and knowledge:
Strong quantitative skillset with experience in statistics and linear algebra.
A natural inclination toward solving complex problems
Knowledge/experience with statistical programming languages including R, Python, SQL, etc., to process data and gain insights from it
Knowledge of machine learning techniques including decision-tree learning, clustering, artificial neural networks, etc., and their pros and cons
Knowledge and experience in advanced statistical techniques and concepts including, regression, distribution properties, statistical testing, etc.
Good communication skills to promote cross-team collaboration
Multilingual coding knowledge/experience: Java, JavaScript, C, C++, etc.
Experience/knowledge in statistics and data mining techniques including random forest, GLM/regression, Innovation Analytics & Modelling, Use of AI to inform Innovation.
Ability to use data visualization tools to showcase data for stakeholders
Within Country Relocation support available and for candidates voluntarily moving internationally some minimal support is offered through our Volunteer International Transfer Policy
Business Unit Summary
At Mondelēz International, our purpose is to empower people to snack right by offering the right snack, for the right moment, made the right way. That means delivering a broad range of delicious, high-quality snacks that nourish life's moments, made with sustainable ingredients and packaging that consumers can feel good about.
We have a rich portfolio of strong brands globally and locally including many household names such as Oreo , belVita and LU biscuits; Cadbury Dairy Milk , Milka and Toblerone chocolate; Sour Patch Kids candy and Trident gum. We are proud to hold the top position globally in biscuits, chocolate and candy and the second top position in gum.
Our 80,000 makers and bakers are located in more than 80 countries and we sell our products in over 150 countries around the world. Our people are energized for growth and critical to us living our purpose and values. We are a diverse community that can make things happen—and happen fast.
Mondelēz International is an equal opportunity employer and all qualified applicants will receive consideration for employment without regard to race, color, religion, gender, sexual orientation or preference, gender identity, national origin, disability status, protected veteran status, or any other characteristic protected by law.
Job Type
Regular
Data Science
Analytics & Data Science
Show Less","₹9,21,650 /yr (est.)",10000+ Employees,Company - Public,Manufacturing,Food & Beverage Manufacturing,2012,$10+ billion (USD)
43,Intelliveiw,Data Scientist in Goa/Bangalore,Bangalore,"We are hiring for our Home appliances client in Bangalore.
Position Data Scientist
Location: Bangalore (Work from Office)
Exp: 1 to 3 years
Immediate Joiners are preferred for this job. Please share below details.
Current CTC:
Expected CTC:
Requisites
3+ years of IT experience in data scientist / software development for large corporate/organizations.
3+ years of experience in building and deploying Machine Learning solutions using various supervised/unsupervised ML algorithms such as Linear/Logistic Regression, Support Vector Machines, (Deep) Neural Networks, Random Forest, etc
3+ years of hands-on experience with Python and/or R programming and statistical packages, and ML libraries such as scikit-learn, Keras, TensorFlow, PyTorch, MXNet, etc, and/or natural language processing using NLTK, spaCy, Gensim, etc.
Roles & Responsibilities
1.Should be able to work in the areas of Business Excellence, Data Analytics, Statistical Modelling.
2.Designing of Dashboards and Data Driven Simulations for Senior management. 3.Interaction with various Business units for data mining & analysis.
4.Performing Industry research & correlating data of various business segments to effectively communicate the trends and patterns using relevant data.
5.Measuring effectiveness of marketing programs and strategies.
6.Integral member of cost saving initiatives.
7.Identify opportunities for process improvements, recommend system modifications.
8.Understand the supply chain fundamentals and translate this into clear sourcing plans.
9.Project Management.
Job Requirements
Experience 2-3 years would be preferred. Industry Preferred Manufacturing, Home Appliances / automobiles / FMCG would be preferred.
Academic qualification Bachelors/Masters in Computer Science, Data Science , mathematics, Statistics or related field Job Profile Key Skills MS Office (Advanced Excel)
Knowledge of Statistics.
Proficiency in SQL.
Hands on experience on Analytical tools like Power BI, Tableau, R, Python.
Logical reasoning & Strategic thinking, Problem solving capabilities.
Ability to handle large data sets and proven ability to align business strategies.
Good story telling/ presentation skills.
Job Type: Full-time
Salary: ₹500,000.00 - ₹1,500,000.00 per year
Schedule:
Day shift
Application Question(s):
Are you ready to relocate to Goa/Bangalore?
What is your notice period?
Experience:
total work: 1 year (Preferred)
Application Deadline: 15/08/2022
Show Less","₹10,00,000 /yr (est.)",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
44,"Movius Interactive Corporation
2.9",Data Scientist,Bangalore,"Movius is the leading global provider in cloud-based secure mobile communications software, helping enterprises deliver better engagement for their clients. Enterprises around the world use the company’s all-in-one mobility platform to connect with their customers in more convenient, cost-effective, and compliant ways. The platform offers an easy way to extend and integrate voice, text, and messaging services into other systems, like CRM or collaboration tools. Movius has established partnerships with leading global organizations like T-Mobile, BlackBerry, Telstra, and Telefónica.
Headquartered in Atlanta, GA Movius has additional locations in Silicon Valley, Calif., and Bangalore, India.
We offer a casual work environment, competitive salaries, and a comprehensive benefits program.
Job Summary: As a Data Scientist, you will be part of the AI Data & Solutions team and drive a strategic and actionable Data Science architecture to activate the needed business capabilities. As a Data Scientist you will help utilize masses of data generated by players all over the world to solve complex problems using cutting edge techniques.
Required Technical Skills:
Hands-on experience in R/Python and associated ML/DL packages
Basic Knowledge / Awareness of Data Engineering / Visualization will be an added plus
Operationalization of ML - Ml Ops skills will be considered a valuable addition
Some experience in data mining and munging, statistical analysis, and machine learning using state-of-the-art methods.
Responsibilities:
Formulating, suggesting, and managing data-driven projects which are geared at furthering the business's interests.
Collating and cleaning data from various entities for later use by junior data scientists.
Selecting and employing advanced statistical procedures to obtain actionable insights.
Cross-validating models to ensure their generalizability.
Producing and disseminating non-technical reports that detail the successes and limitations of each project.
Suggesting ways in which insights obtained might be used to inform business strategies.
Staying informed about developments in Data Science and adjacent fields to ensure that outputs are always relevant.
Other Skills:
Exceptional communication skills: Clear and concise presentation of key results and ideas.
8+years of experience
Experience analyzing and modeling time-series data.
B.E (Computer Science)/B.Tech (Computer Science) – Degree is a must
Job Type: Full-time
Show Less","₹5,39,249 /yr (est.)",51 to 200 Employees,Company - Private,Information Technology,Computer Hardware Development,#N/A,$25 to $50 million (USD)
